,precision,recall,f1-score,support
0,0.920029242089538,0.9918447067692361,0.9545881770962156,58367.0
1,0.5405405405405406,0.10014306151645208,0.16898008449004226,5592.0
accuracy,0.9138823308682125,0.9138823308682125,0.9138823308682125,0.9138823308682125
macro avg,0.7302848913150393,0.5459938841428441,0.5617841307931289,63959.0
weighted avg,0.8868501614431551,0.9138823308682125,0.8859016677096754,63959.0
